run_id,lead_hours,field,pressure_hpa,baseline_rmse,residual_rmse,rmse_reduction_pct
k1_w128_d16,6,u_component_of_wind,50,1.0688577185812604,6.779799561559769,-534.3032794447965
k1_w128_d16,6,u_component_of_wind,70,1.1003464791223327,3.3100176275023676,-200.81594209694117
k1_w128_d16,6,u_component_of_wind,100,1.201639854243228,4.44390476937328,-269.8200216712996
k1_w128_d16,6,u_component_of_wind,125,1.2622958739185113,6.136024196297336,-386.1003131737601
k1_w128_d16,6,u_component_of_wind,150,1.26888477889531,5.826019786584978,-359.1449029483281
k1_w128_d16,6,u_component_of_wind,175,1.2500922801444037,3.3531703740307712,-168.23382779737122
k1_w128_d16,6,u_component_of_wind,200,1.2502276015838705,10.133501833919318,-710.5325639172845
k1_w128_d16,6,u_component_of_wind,225,1.3181964134406126,5.771660602170322,-337.8452667084538
k1_w128_d16,6,u_component_of_wind,250,1.3789164740587312,3.965607236830343,-187.58864742241371
k1_w128_d16,6,u_component_of_wind,300,1.4202824042437066,8.875132091290359,-524.8850274263817
k1_w128_d16,6,u_component_of_wind,350,1.3655606100042819,7.6173613375657725,-457.8193513901875
k1_w128_d16,6,u_component_of_wind,400,1.2918008869842224,4.371449885928597,-238.39966592173337
k1_w128_d16,6,u_component_of_wind,450,1.208562363869304,2.4519201431537017,-102.87907487899042
k1_w128_d16,6,u_component_of_wind,500,1.1362973426857346,1.8502691425650915,-62.833183979100426
k1_w128_d16,6,u_component_of_wind,550,1.088282875651809,2.577377981711744,-136.82978381590965
k1_w128_d16,6,u_component_of_wind,600,1.0624623387380048,3.051203361359998,-187.18226050103803
k1_w128_d16,6,u_component_of_wind,650,1.0486021177961784,5.31953844832445,-407.29808361482185
k1_w128_d16,6,u_component_of_wind,700,1.0211193740472362,3.4144983391812374,-234.38777345373188
k1_w128_d16,6,u_component_of_wind,750,0.9937667322196927,2.021901376590323,-103.45834802440739
k1_w128_d16,6,u_component_of_wind,775,0.980732525132041,2.7220037133434687,-177.54802085074027
k1_w128_d16,6,u_component_of_wind,800,0.9726241763620099,2.0422494015762966,-109.97312746379575
k1_w128_d16,6,u_component_of_wind,825,0.9636016566294239,2.3136665553395033,-140.10612055529904
k1_w128_d16,6,u_component_of_wind,850,0.9505071719732253,2.205698400491712,-132.05489295917107
k1_w128_d16,6,u_component_of_wind,875,0.9320165101666982,3.014710553200093,-223.46106751487577
k1_w128_d16,6,u_component_of_wind,900,0.9178638917991448,2.3305905189535916,-153.9146097560609
k1_w128_d16,6,u_component_of_wind,925,0.9094185834670749,2.0372810518907865,-124.02016947177827
k1_w128_d16,6,u_component_of_wind,950,0.8887699562518799,2.0254325023025133,-127.89164823304402
k1_w128_d16,6,u_component_of_wind,975,0.8378751338693791,2.0949805353363593,-150.03493368535237
k1_w128_d16,6,u_component_of_wind,1000,0.765436814134373,2.7904118195319136,-264.5515564452659
k1_w128_d16,6,v_component_of_wind,1,12.650821521634215,14.018986463686577,-10.814830797451824
k1_w128_d16,6,v_component_of_wind,2,9.32051501398184,9.476798362201764,-1.676767302938531
k1_w128_d16,6,v_component_of_wind,3,7.377398002654424,7.570830369004641,-2.6219592094749222
k1_w128_d16,6,v_component_of_wind,5,5.7748836147911335,6.059158371715107,-4.922605820069936
k1_w128_d16,6,v_component_of_wind,7,5.008131173043137,5.439280826255013,-8.608992822164696
k1_w128_d16,6,v_component_of_wind,10,4.115790792237513,5.022404123902103,-22.027682587134546
k1_w128_d16,6,v_component_of_wind,20,3.008941802687958,4.76255735745122,-58.28014198203222
k1_w128_d16,6,v_component_of_wind,30,2.687952154629618,4.767948541177437,-77.3821953253639
k1_w128_d16,6,v_component_of_wind,50,1.0600461779103494,5.273089687860234,-397.43962081491435
k1_w128_d16,6,v_component_of_wind,70,1.1456138018320534,16.124729883916036,-1307.5188216246645
k1_w128_d16,6,v_component_of_wind,100,1.2163574774922326,8.291998058461333,-581.7073279770489
k1_w128_d16,6,v_component_of_wind,125,1.298178487730939,7.824433553795829,-502.724018903749
k1_w128_d16,6,v_component_of_wind,150,1.2521543673879396,8.651960651292686,-590.9659764507419
k1_w128_d16,6,v_component_of_wind,175,1.2410980136126357,3.585871326102915,-188.9273277994397
k1_w128_d16,6,v_component_of_wind,200,1.2644111116719376,2.8922195766301595,-128.74044287745633
k1_w128_d16,6,v_component_of_wind,225,1.328712700822358,2.7558179071602793,-107.40510009836339
k1_w128_d16,6,v_component_of_wind,250,1.4041041137915926,7.539690728381387,-436.975189683155
k1_w128_d16,6,v_component_of_wind,300,1.4833822816656723,13.547984157114062,-813.3171081092589
