selection,normalized,run,insertion,tensor,path,svd_value
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4605673489479871
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.45554655356093826
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.44782677543813937
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4442854460913266
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4428558619558812
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4417676780834786
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.43837737807241867
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.43320798585665854
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4292408315156595
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4268652243751941
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.42107355559669396
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.41980252713197197
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.41707184533521935
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4114545270978158
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.4064623392133966
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.39910215102426744
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.39798290466533703
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.39579933322287936
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.3916409756767109
all_matrix_like_mamba_tensors,True,di64_ds32,r0_s0,mamba_block_0/in_proj/w,mesh_interleaved_temporal_r0_s0/~_run_sequence/mamba_block_0/in_proj/w,0.3860295084191621
